,index,speaker,turn_type,text_annotated,text_user,text_correct
563,20,student,student,"<DMCC corr=""I"">i</DMCC> don't want to spend the rest of my life studying something that  don't want to spend the rest of my life studying something that <GADVO corr=""I would probably not"">I would not probably</GADVO> do in my future. I  do in my future. I <FS corr=""don't"">done</FS> want to waste my time thinking about what other people will think  want to waste my time thinking about what other people will think <LSPR corr=""of"">about</LSPR> me, I don't want to waste my time focusing only on  me, I don't want to waste my time focusing only on <LSN corr=""getting"">taking</LSN> good marks instead of enjoying what I'm studying.  good marks instead of enjoying what I'm studying.","i don't want to spend the rest of my life studying something that I would not probably do in my future. I done want to waste my time thinking about what other people will think about me, I don't want to waste my time focusing only on taking good marks instead of enjoying what I'm studying.","I don't want to spend the rest of my life studying something that I would probably not do in my future. I don't want to waste my time thinking about what other people will think of me, I don't want to waste my time focusing only on getting good marks instead of enjoying what I'm studying."
564,22,student,student,"<DMCC corr=""The"">the</DMCC> only  only <FS corr=""thing"">think</FS> I want to do is explore the world with the people  I want to do is explore the world with the people <FS corr=""that"">the</FS> I love without any worries about  I love without any worries about <GA corr=""\0"">the</GA> money. I just want to feel free to do whatever I want and not  money. I just want to feel free to do whatever I want and not <GVM corr=""feel"">feeling</GVM> like  like <GPP corr=""I"">\0</GPP>  <GVAUX corr=""am"">\0</GVAUX> in jail and living  in jail and living <FS corr=""a"">I</FS> life built by someone else just because you have to be what   life built by someone else just because you have to be what  <GA corr=""\0"">the</GA> society  society <FS corr=""wants"">what</FS> you to be  you to be",the only think I want to do is explore the world with the people the I love without any worries about the money. I just want to feel free to do whatever I want and not feeling like \0 \0 in jail and living I life built by someone else just because you have to be what  the society what you to be,The only thing I want to do is explore the world with the people that I love without any worries about \0 money. I just want to feel free to do whatever I want and not feel like I am in jail and living a life built by someone else just because you have to be what \0 society wants you to be
565,24,student,student,"<DMCC corr=""No"">no</DMCC>, I'm struggling a lot with this thing right now because I don't have any money and , I'm struggling a lot with this thing right now because I don't have any money and <WM corr=""in"">\0</WM> this world if you don't have money you  this world if you don't have money you <Z corr=""can't"">can</Z> do anything, I'm quite sure about it.   do anything, I'm quite sure about it.","no, I'm struggling a lot with this thing right now because I don't have any money and \0 this world if you don't have money you can do anything, I'm quite sure about it.","No, I'm struggling a lot with this thing right now because I don't have any money and in this world if you don't have money you can't do anything, I'm quite sure about it."
566,1,student,student,"<DMCC corr=""You"">you</DMCC> are an encouraging tutor who helps students to improve their English by engaging in role play activities. Let's engage in  are an encouraging tutor who helps students to improve their English by engaging in role play activities. Let's engage in <GA corr=""a"">\0</GA> role play activity where I, the student, play the role of a client  role play activity where I, the student, play the role of a client <FS corr=""looking"">looling</FS> for a house.  You, the AI, will be the real estate agent. Ask me  for a house.  You, the AI, will be the real estate agent. Ask me <GNN corr=""questions"">question</GNN> about my  about my <LSN corr=""housing"">houses</LSN> preferences, the locations and budget.  preferences, the locations and budget.","you are an encouraging tutor who helps students to improve their English by engaging in role play activities. Let's engage in \0 role play activity where I, the student, play the role of a client looling for a house.  You, the AI, will be the real estate agent. Ask me question about my houses preferences, the locations and budget.","You are an encouraging tutor who helps students to improve their English by engaging in role play activities. Let's engage in a role play activity where I, the student, play the role of a client looking for a house.  You, the AI, will be the real estate agent. Ask me questions about my housing preferences, the locations and budget."
567,3,student,student,"<FS corr=""I'm"">Im</FS> looking for an apartment for a single person with one bathroom, two  looking for an apartment for a single person with one bathroom, two <GNN corr=""bedrooms"">bedroom</GNN> and a big kitchen  and a big kitchen","Im looking for an apartment for a single person with one bathroom, two bedroom and a big kitchen","I'm looking for an apartment for a single person with one bathroom, two bedrooms and a big kitchen"
568,5,student,student,"I would like to rent the apartment in a place with fun activities to do for young people in the city centre, also I would love a pool in my apartment building","I would like to rent the apartment in a place with fun activities to do for young people in the city centre, also I would love a pool in my apartment building","I would like to rent the apartment in a place with fun activities to do for young people in the city centre, also I would love a pool in my apartment building"
569,7,student,student,"<DMCC corr=""Can"">can</DMCC> you find an apartment with a similar style  you find an apartment with a similar style <LSPR corr=""to"">of</LSPR> New York lofts?  New York lofts? <DMCC corr=""Keep"">keep</DMCC> in mind that I cannot spend more than 3k a month  in mind that I cannot spend more than 3k a month",can you find an apartment with a similar style of New York lofts? keep in mind that I cannot spend more than 3k a month,Can you find an apartment with a similar style to New York lofts? Keep in mind that I cannot spend more than 3k a month
570,9,student,student,"<DMCC corr=""I"">i</DMCC> want the place to be already furnished and also it's my  want the place to be already furnished and also it's my <FS corr=""dream"">dram</FS> to have a rooftop terrace  to have a rooftop terrace",i want the place to be already furnished and also it's my dram to have a rooftop terrace,I want the place to be already furnished and also it's my dream to have a rooftop terrace
571,11,student,student,"<DMCC corr=""Hi"">hi</DMCC>! ! <DMCC corr=""I"">i</DMCC> want to talk to you about holidays  want to talk to you about holidays",hi! i want to talk to you about holidays,Hi! I want to talk to you about holidays
572,13,student,student,"<DMCC corr=""I"">i</DMCC> want to tell you about my favourite holiday. It was in Oxford a couple of years ago. I stayed there for 3 weeks and  want to tell you about my favourite holiday. It was in Oxford a couple of years ago. I stayed there for 3 weeks and <DMCC corr=""I"">i</DMCC> had so much fun  had so much fun",i want to tell you about my favourite holiday. It was in Oxford a couple of years ago. I stayed there for 3 weeks and i had so much fun,I want to tell you about my favourite holiday. It was in Oxford a couple of years ago. I stayed there for 3 weeks and I had so much fun
573,15,student,student,"<DMCC corr=""Yes"">yes</DMCC>  <DMCC corr=""I"">i</DMCC> saw a lot of things like the university saw a lot of things like the university<QL corr=""and"">,</QL> the libraries. The food  the libraries. The food <FS corr=""wasn't"">wasnt</FS> great so  great so <DMCC corr=""I"">i</DMCC> ate almost  ate almost <FS corr=""every day"">everyday</FS> at  at <FS corr=""fast food"">fastfood</FS> places which  places which <FS corr=""wasn't"">wasnt</FS> really good for my body.  really good for my body.","yes i saw a lot of things like the university, the libraries. The food wasnt great so i ate almost everyday at fastfood places which wasnt really good for my body.",Yes I saw a lot of things like the university and the libraries. The food wasn't great so I ate almost every day at fast food places which wasn't really good for my body.
574,17,student,student,"<DMCC corr=""No"">no</DMCC>  <DMCC corr=""I"">i</DMCC>  <FS corr=""didn't"">didnt</FS> because I  because I <FS corr=""don't"">dont</FS> like fish...  like fish...",no i didnt because I dont like fish...,No I didn't because I don't like fish...
575,19,student,student,"<DMCC corr=""No"">no</DMCC>  <DMCC corr=""I"">i</DMCC>  <FS corr=""didn't"">didnt</FS> but  but <DMCC corr=""I"">i</DMCC> went bowling and ice  went bowling and ice <FS corr=""skating"">staking</FS> in this trip and  in this trip and <DMCC corr=""I"">i</DMCC> had fun  had fun",no i didnt but i went bowling and ice staking in this trip and i had fun,No I didn't but I went bowling and ice skating in this trip and I had fun
576,0,student,student,"Hi, <DMCC corr=""I"">i</DMCC> wanted to talk with you about the risks that come with technology nowadays. For example,  wanted to talk with you about the risks that come with technology nowadays. For example, <DMCC corr=""I"">i</DMCC> think that we are being a little bit controlled by website trackers and  think that we are being a little bit controlled by website trackers and <WR corr=""\0"">by</WR> social media algorithms. What do you think? social media algorithms. What do you think?","Hi, i wanted to talk with you about the risks that come with technology nowadays. For example, i think that we are being a little bit controlled by website trackers and by social media algorithms. What do you think?","Hi, I wanted to talk with you about the risks that come with technology nowadays. For example, I think that we are being a little bit controlled by website trackers and \0 social media algorithms. What do you think?"
577,2,student,student,"Well I think that it isn’t a really good thing that big companies <GVAUX corr=""\0"">are</GVAUX> know so much about our life, what we like and also maybe our secrets know so much about our life, what we like and also maybe our secrets","Well I think that it isn’t a really good thing that big companies are know so much about our life, what we like and also maybe our secrets","Well I think that it isn’t a really good thing that big companies \0 know so much about our life, what we like and also maybe our secrets"
578,4,student,student,"I think it’s <FS corr=""impossible"">impossibile</FS> to escape this system, because, as you said, it’s  to escape this system, because, as you said, it’s <GA corr=""a"">an</GA> hyper-connected world hyper-connected world","I think it’s impossibile to escape this system, because, as you said, it’s an hyper-connected world","I think it’s impossible to escape this system, because, as you said, it’s a hyper-connected world"
579,6,student,student,Write shorter sentences,Write shorter sentences,Write shorter sentences
580,8,student,student,"<DMCC corr=""Just"">just</DMCC> talk like in a normal conversation talk like in a normal conversation",just talk like in a normal conversation,Just talk like in a normal conversation
581,10,student,student,Write shorter sentences,Write shorter sentences,Write shorter sentences
582,12,student,student,"You are an encouraging tutor who helps students improve their English by engaging in role play activities. Let’s engage in a role play activity where I, the student, play the role of a client ordering <GA corr=""\0"">the</GA> dinner in a restaurant. You, the AI, will be the waiter. Ask me questions about what  dinner in a restaurant. You, the AI, will be the waiter. Ask me questions about what <WO corr=""I would like"">would <DMCC corr=""I"">i</DMCC> like</WO> to order, tell me the dishes of the day and so on. to order, tell me the dishes of the day and so on.","You are an encouraging tutor who helps students improve their English by engaging in role play activities. Let’s engage in a role play activity where I, the student, play the role of a client ordering the dinner in a restaurant. You, the AI, will be the waiter. Ask me questions about what would i like to order, tell me the dishes of the day and so on.","You are an encouraging tutor who helps students improve their English by engaging in role play activities. Let’s engage in a role play activity where I, the student, play the role of a client ordering \0 dinner in a restaurant. You, the AI, will be the waiter. Ask me questions about what I would like to order, tell me the dishes of the day and so on. I like"
