,index,speaker,turn_type,text_an,text_og,text_ok
582,12,student,student,"<DMCC corr=""I"">i</DMCC> also  want <WM corr=""to"">\0</WM> visit many <GNN corr=""cathedrals"">cathedral</GNN> in France and <WR corr=""\0"">in</WR> <LSPR corr=""all over"">all</LSPR> Europe",i also  want \0 visit many cathedral in France and in all Europe,I also  want to visit many cathedrals in France and \0 all over Europe
583,14,student,student,"<DMCC corr=""I"">i</DMCC> like <FS corr=""Gothic"">Gothit</FS> <GWC corr=""architecture"">architectural</GWC>",i like Gothit architectural,I like Gothic architecture
584,16,student,student,"<DMCC corr=""Yes"">yes</DMCC>, <DMCC corr=""Sainte-Chapelle"">sainte Chapelle</DMCC> in Paris. I want <WM corr=""to"">\0</WM> visit <GPP corr=""it"">\0</GPP>","yes, sainte Chapelle in Paris. I want \0 visit \0","Yes, Sainte-Chapelle in Paris. I want to visit it"
585,18,student,student,"<DMCC corr=""Yes"">yes</DMCC>, <DMCC corr=""I"">i</DMCC> also want <WM corr=""to"">\0</WM> visit Pantheon and <FS corr=""Musée d'Orsay""> Musee d'Orsay</FS>","yes, i also want \0 visit Pantheon and Musee d'Orsay","Yes, I also want to visit Pantheon and Musée d'Orsay"
586,20,student,student,"<DMCC corr=""Yes"">yes</DMCC> , <WO corr=""I visited the Louvre last year"">None</WO> <DMCC corr=""I"">i</DMCC> visited last <GNN corr=""year"">years</GNN> <GA corr=""the"">\0</GA> <DMCC corr=""Louvre"">louvre</DMCC>","yes , i visited last years \0 louvre","Yes , I visited the Louvre last year I visited last year the Louvre"
587,22,student,student,"<DMCC corr=""Yes"">yes</DMCC>. <DMCC corr=""There"">there</DMCC> are 13 <LSN corr=""paintings"">pictures</LSN> dedicated to Maria De Medici",yes. there are 13 pictures dedicated to Maria De Medici,Yes. There are 13 paintings dedicated to Maria De Medici
588,24,student,student,"I saw <GA corr=""the"">\0</GA> Gioconda",I saw \0 Gioconda,I saw the Gioconda
589,26,student,student,"<DMCC corr=""I"">i</DMCC> <FS corr=""would"">woud</FS> <CSINTRA corr=""create"">creare</CSINTRA> a situation <LSPR corr=""where"">with</LSPR> there are  a travel agent <CSINTRA corr=""and"">e</CSINTRA> a person that <GVN corr=""wants"">want</GVN> <WM corr=""to"">\0</WM> go <LSPR corr=""to"">in</LSPR> Florence",i woud creare a situation with there are  a travel agent e a person that want \0 go in Florence,I would create a situation where there are  a travel agent and a person that wants to go to Florence
590,28,student,student,"<DMCC corr=""I"">i</DMCC> am a traveler",i am a traveler,I am a traveler
591,30,student,student,"<DMCC corr=""Yes"">yes</DMCC>, <DMCC corr=""I"">i</DMCC> want <XNUC corr=""a lot of information"">many information</XNUC> about <GNN corr=""tours"">tour</GNN> in Florence","yes, i want many information about tour in Florence","Yes, I want a lot of information about tours in Florence"
592,32,student,student,"<DMCC corr=""Thanks"">thanks</DMCC>, I want <WM corr=""to"">\0</WM> <GVM corr=""know"">known</GVM> how much <GA corr=""a"">\0</GA> ticket <LSPR corr=""for"">of</LSPR> <GA corr=""the"">\0</GA> Uffizi <WM corr=""is"">\0</WM>","thanks, I want \0 known how much \0 ticket of \0 Uffizi \0","Thanks, I want to know how much a ticket for the Uffizi is"
593,34,student,student,"Thanks and is <GPP corr=""it"">\0</GPP> <GWC corr=""open"">opening</GWC> on <GNN corr=""Sundays"">None</GNN>? <DMCC corr=""Sunday"">sunday</DMCC>",Thanks and is \0 opening on sunday?,Thanks and is it open on Sundays? Sunday
594,36,student,student,"<DMCA corr=""Okay"">OK</DMCA> and <WO corr=""are there"">there are</WO> <LP corr=""closing days"">closed days</LP>?",OK and there are closed days?,Okay and are there closing days?
595,38,student,student,"Thanks. <DMCC corr=""Is"">is</DMCC> it possible <WM corr=""to"">\0</WM> go <LSPR corr=""by"">with</LSPR> bus from <GA corr=""the"">\0</GA> centre of Florence?",Thanks. is it possible \0 go with bus from \0 centre of Florence?,Thanks. Is it possible to go by bus from the centre of Florence?
596,40,student,student,"<DMCA corr=""Okay"">ok</DMCA>, are there places for dinner near <GA corr=""the"">\0</GA> Uffizi?","ok, are there places for dinner near \0 Uffizi?","Okay, are there places for dinner near the Uffizi?"
597,42,student,student,"Is <GPP corr=""it"">\0</GPP> possible <WM corr=""to"">\0</WM> eat <FS corr=""typical"">tiplcal</FS> food?",Is \0 possible \0 eat tiplcal food?,Is it possible to eat typical food?
598,44,student,student,"<DMCA corr=""Okay"">OK</DMCA> <DMCC corr=""it"">IT</DMCC> is a <FS corr=""beautiful"">beatiful</FS> place to visit",OK IT is a beatiful place to visit,Okay it is a beautiful place to visit
599,46,student,student,"<DMCC corr=""I"">i</DMCC> <GADVO corr=""also want to"">want also </GADVO> visit <WM corr=""to"">\0</WM> <GA corr=""the"">\0</GA> Duomo <CSINTRA corr=""and"">e</CSINTRA> Ponte Vecchio. I <DMCC corr=""think"">Think</DMCC> that Florence is a <FS corr=""beautiful"">beatiful</FS> place to visit",i want also \0 visit \0 Duomo e Ponte Vecchio. I Think that Florence is a beatiful place to visit,I also want to visit to the Duomo and Ponte Vecchio. I think that Florence is a beautiful place to visit
600,48,student,student,"<DMCC corr=""Are"">are</DMCC> there other <GNN corr=""cathedrals"">cathedral</GNN> to visit?",are there other cathedral to visit?,Are there other cathedrals to visit?
601,50,student,student,"<DMCA corr=""Okay"">OK</DMCA> are there any famous <LSN corr=""paintings"">pictures</LSN> in <GA corr=""the"">\0</GA> Basilica di Santa Croce?",OK are there any famous pictures in \0 Basilica di Santa Croce?,Okay are there any famous paintings in the Basilica di Santa Croce?
602,52,student,student,"<WO corr=""The Tomb of Michelangelo is very beautiful"">Very </WO>. Are there other sculptures in this <FS corr=""beautiful"">beatiful</FS> <WM corr=""is"">\0</WM> <GA corr=""the"">\0</GA> Tomb of Michelangelo <FS corr=""cathedral"">catedral</FS>?",Very beatiful \0 \0 Tomb of Michelangelo. Are there other sculptures in this catedral?,The Tomb of Michelangelo is very beautiful. Are there other sculptures in this beautiful is the Tomb of Michelangelo cathedral?
603,54,student,student,"<DMCC corr=""I"">i</DMCC> think that <GA corr=""the"">\0</GA> <DMCC corr=""Pazzi Chapel"">pazzi chapel</DMCC> is very interesting",i think that \0 pazzi chapel is very interesting,I think that the Pazzi Chapel is very interesting
604,1,student,student,"<DMCC corr=""Hi"">hi</DMCC>, can you <XVCO corr=""recommend to me"">recommend me</XVCO> something to watch on <DMCC corr=""Netflix"">netflix</DMCC>?","hi, can you recommend me something to watch on netflix?","Hi, can you recommend to me something to watch on Netflix?"
605,3,student,student,"<DMCC corr=""I"">i</DMCC> don't like historical series, <FS corr=""everything"">everithing</FS> else is fine.","i don't like historical series, everithing else is fine.","I don't like historical series, everything else is fine."
606,5,student,student,"<DMCC corr=""Not"">not</DMCC> really, <DMCC corr=""I"">i</DMCC> already <GVT corr=""have watched"">watched</GVT> <FS corr=""Stranger Things"">stranger things</FS> and <DMCC corr=""I"">i</DMCC> didn't <FS corr=""really"">relly</FS> <FS corr=""like"">lke</FS> it.","not really, i already watched stranger things and i didn't relly lke it.","Not really, I already have watched Stranger Things and I didn't really like it."
607,7,student,student,"<DMCC corr=""Nope"">nope</DMCC>",nope,Nope
608,9,student,student,"<DMCC corr=""No"">no</DMCC>, <DMCC corr=""I"">i</DMCC> would like something easy to watch, so not <FS corr=""crime-related"">crime related</FS> or <GA corr=""a"">\0</GA> documentary","no, i would like something easy to watch, so not crime related or \0 documentary","No, I would like something easy to watch, so not crime-related or a documentary"
609,11,student,student,"<FS corr=""Can"">can</FS> you tell me what ""the good place"" is about <QM corr=""?"">\0</QM>","can you tell me what ""the good place"" is about \0","Can you tell me what ""the good place"" is about ?"
610,13,student,student,"<DMCC corr=""It"">it</DMCC> seems nice, can you <XVCO corr=""recommend to me"">recommend me</XVCO> something else <QM corr=""?"">\0</QM>","it seems nice, can you recommend me something else \0","It seems nice, can you recommend to me something else ?"
611,15,student,student,"<DMCC corr=""Can"">can</DMCC> you <XVCO corr=""suggest to me"">suggest me</XVCO> a topic to talk about?",can you suggest me a topic to talk about?,Can you suggest to me a topic to talk about?
612,17,student,student,"<DMCC corr=""I"">i</DMCC>'d like to talk about something more <FS corr=""light-hearted"">light hearted</FS>",i'd like to talk about something more light hearted,I'd like to talk about something more light-hearted
613,19,student,student,"<DMCC corr=""I"">i</DMCC> watched all of the <DMCC corr=""Pokemon"">pokemon</DMCC> <GNN corr=""cartoons"">cartoon</GNN>",i watched all of the pokemon cartoon,I watched all of the Pokemon cartoons
614,21,student,student,"<DMCC corr=""I"">i</DMCC>'d like to practice my <DMCC corr=""English"">english</DMCC>, can you <XVCO corr=""suggest to me"">suggest me</XVCO> a role play activity?","i'd like to practice my english, can you suggest me a role play activity?","I'd like to practice my English, can you suggest to me a role play activity?"
615,23,student,student,"<DMCC corr=""I"">i</DMCC>'m not sure, what do you <XVCO corr=""recommend to me"">recommend me</XVCO>? <DMCC corr=""I"">i</DMCC> like anything that is sweet","i'm not sure, what do you recommend me? i like anything that is sweet","I'm not sure, what do you recommend to me? I like anything that is sweet"
616,25,student,student,"<DMCC corr=""The"">the</DMCC> first one <GVN corr=""sounds"">sound</GVN> nice, <DMCC corr=""I"">i</DMCC>'ll take that. <DMCC corr=""As"">as</DMCC> for the muffin <DMCC corr=""I"">i</DMCC> don't really like blueberry","the first one sound nice, i'll take that. as for the muffin i don't really like blueberry","The first one sounds nice, I'll take that. As for the muffin I don't really like blueberry"
